from,to,fromCount,edgewidth
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 2 Blood and lymphatic system outcomes,MC Measures of coagulation,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 35 Hospital,MC Mortality,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 1 Mortality and Survival,MC Mortality,1,1
D 36 Need for further intervention,MC Need for additional treatment,1,1
D 36 Need for further intervention,MC Need for additional treatment,1,1
D 36 Need for further intervention,MC Need for additional treatment,1,1
D 36 Need for further intervention,MC Need for additional treatment,1,1
D 36 Need for further intervention,MC Need for additional treatment,1,1
D 36 Need for further intervention,MC Need for additional treatment,1,1
D 36 Need for further intervention,MC Need for additional treatment,1,1
D 36 Need for further intervention,MC Need for additional treatment,1,1
D 36 Need for further intervention,MC Need for additional treatment,1,1
D 36 Need for further intervention,MC Need for additional treatment,1,1
D 36 Need for further intervention,MC Need for additional treatment,1,1
D 36 Need for further intervention,MC Need for additional treatment,1,1
D 25 Physical functioning,MC Organ specific treatment effect,1,1
D 17 Nervous system outcomes,MC Organ specific treatment effect,1,1
D 17 Nervous system outcomes,MC Organ specific treatment effect,1,1
D 24 Vascular outcomes,MC Organ specific treatment effect,1,1
D 17 Nervous system outcomes,MC Organ specific treatment effect,1,1
D 17 Nervous system outcomes,MC Organ specific treatment effect,1,1
D 32 Delivery of care,MC Organ specific treatment effect,1,1
D 32 Delivery of care,MC Other,1,1
D 32 Delivery of care,MC Other,1,1
D 34 Economic,MC Other,1,1
D 32 Delivery of care,MC Other,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 22 Respiratory thoracic and mediastinal outcomes,MC Otherlaboratory measurements,1,1
D 22 Respiratory thoracic and mediastinal outcomes,MC Otherlaboratory measurements,1,1
D 22 Respiratory thoracic and mediastinal outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 24 Vascular outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
D 11 Immune system outcomes,MC Otherlaboratory measurements,1,1
D 2 Blood and lymphatic system outcomes,MC Otherlaboratory measurements,1,1
OM Adverse events,Moore et al (2018),1,1
OM arterial blood gas,Moore et al (2018),1,1
OM Coagulation factors ,Moore et al (2018),1,1
OM Fibrinogen,Moore et al (2018),1,1
OM Fluids,Moore et al (2018),1,1
OM Hemostatic agents,Moore et al (2018),1,1
OM INR,Moore et al (2018),1,1
OM Mortality,Moore et al (2018),1,1
OM Plasma,Moore et al (2018),1,1
OM Platelets,Moore et al (2018),1,1
OM RBC,Moore et al (2018),1,1
OM Time to RBCtransfusion,Moore et al (2018),1,1
OM Transfusion reaction,Moore et al (2018),1,1
OM Viscoelastic tests,Moore et al (2018),1,1
OM Adverse events,Morrison et al (2019),1,1
OM aPTT,Morrison et al (2019),1,1
OM Bleeding,Morrison et al (2019),1,1
OM Complete Blood Count,Morrison et al (2019),1,1
OM Fibrinogen,Morrison et al (2019),1,1
OM Fluids,Morrison et al (2019),1,1
OM INR,Morrison et al (2019),1,1
OM LOS Hospital,Morrison et al (2019),1,1
OM LOS ICU,Morrison et al (2019),1,1
OM Mortality,Morrison et al (2019),1,1
OM Plasma,Morrison et al (2019),1,1
OM Platelets,Morrison et al (2019),1,1
OM RBC,Morrison et al (2019),1,1
OM INR,Muller et al (2015),1,1
OM LOS ICU,Muller et al (2015),1,1
OM Lung injury,Muller et al (2015),1,1
OM Major bleeding,Muller et al (2015),1,1
OM Mortality,Muller et al (2015),1,1
MC Measures of coagulation,OM ACT,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Adverse events,OM Adverse events,1,1
MC Measures of coagulation,OM aPTT,1,1
MC Measures of coagulation,OM aPTT,1,1
MC Measures of coagulation,OM aPTT,1,1
MC Measures of coagulation,OM aPTT,1,1
MC Measures of coagulation,OM aPTT,1,1
MC Measures of coagulation,OM aPTT,1,1
MC Measures of coagulation,OM aPTT,1,1
MC Measures of coagulation,OM aPTT,1,1
MC Measures of coagulation,OM aPTT,1,1
MC Otherlaboratory measurements,OM arterial blood gas,1,1
MC Otherlaboratory measurements,OM arterial blood gas,1,1
MC Otherlaboratory measurements,OM arterial blood gas,1,1
MC Otherlaboratory measurements,OM arterial blood gas,1,1
MC Measures of coagulation,OM ATIII,1,1
MC Blood usage,OM Avoidance of allogeneic transfusion,1,1
MC Life impact,OM Barthel Index,1,1
MC Bleeding,OM Bleeding,1,1
MC Bleeding,OM Bleeding,1,1
MC Bleeding,OM Bleeding,1,1
MC Bleeding,OM Bleeding,1,1
MC Bleeding,OM Blood loss,1,1
MC Bleeding,OM Blood loss,1,1
MC Bleeding,OM Blood loss,1,1
MC Bleeding,OM Blood loss,1,1
MC Bleeding,OM Blood loss,1,1
MC Bleeding,OM Blood loss,1,1
MC Bleeding,OM Chest tube output,1,1
MC Bleeding,OM Chest tube output,1,1
MC Bleeding,OM Chest tube output,1,1
MC Measures of coagulation,OM Coagulation factors ,1,1
MC Measures of coagulation,OM Coagulation factors ,1,1
MC Measures of coagulation,OM Coagulation factors ,1,1
MC Measures of coagulation,OM Coagulation factors ,1,1
MC Measures of coagulation,OM Coagulation factors ,1,1
MC Measures of coagulation,OM Coagulation factors ,1,1
MC Measures of coagulation,OM Coagulation factors ,1,1
MC Measures of coagulation,OM Coagulation factors ,1,1
MC Measures of coagulation,OM Coagulation factors ,1,1
MC Measures of coagulation,OM Coagulation factors ,1,1
MC Measures of coagulation,OM Coagulation factors ,1,1
MC Otherlaboratory measurements,OM Complement,1,1
MC Bleeding,OM Complete Blood Count,1,1
MC Otherlaboratory measurements,OM Complete Blood Count,1,1
MC Otherlaboratory measurements,OM Complete Blood Count,1,1
MC Otherlaboratory measurements,OM Complete Blood Count,1,1
MC Otherlaboratory measurements,OM Complete Blood Count,1,1
MC Otherlaboratory measurements,OM Complete Blood Count,1,1
MC Otherlaboratory measurements,OM Complete Blood Count,1,1
MC Otherlaboratory measurements,OM Complete Blood Count,1,1
MC Otherlaboratory measurements,OM Complete Blood Count,1,1
MC Otherlaboratory measurements,OM Complete Blood Count,1,1
MC Other,OM Consented and received intervention,1,1
MC Measures of coagulation,OM Ddimers,1,1
MC Measures of coagulation,OM Ddimers,1,1
MC Mortality,OM Death,1,1
MC Mortality,OM Death,1,1
MC Mortality,OM Death,1,1
MC Other,OM Donor exposure,1,1
MC Other,OM Economic impact ,1,1
MC Otherlaboratory measurements,OM Electrolytes,1,1
MC Otherlaboratory measurements,OM Endothelial markers,1,1
MC Organ specific treatment effect,OM Extended Glasgow Outcome Scale ,1,1
MC Feasibility,OM Feasibility,1,1
MC Feasibility,OM Feasibility,1,1
MC Blood usage,OM FFP,1,1
MC Measures of coagulation,OM Fibrin monomer,1,1
MC Measures of coagulation,OM Fibrinogen,1,1
MC Measures of coagulation,OM Fibrinogen,1,1
MC Measures of coagulation,OM Fibrinogen,1,1
MC Measures of coagulation,OM Fibrinogen,1,1
MC Measures of coagulation,OM Fibrinogen,1,1
MC Measures of coagulation,OM Fibrinogen,1,1
MC Measures of coagulation,OM Fibrinogen,1,1
MC Measures of coagulation,OM Fibrinogen,1,1
MC Measures of coagulation,OM Fibrinogen,1,1
MC Measures of coagulation,OM Fibrinogen,1,1
MC Measures of coagulation,OM Fibrinogen,1,1
MC Need for additional treatment,OM Fluids,1,1
MC Need for additional treatment,OM Fluids,1,1
MC Need for additional treatment,OM Fluids,1,1
MC Need for additional treatment,OM Fluids,1,1
MC Need for additional treatment,OM Fluids,1,1
MC Adverse events,OM General,1,1
MC Organ specific treatment effect,OM Glascow Coma Scale,1,1
MC Otherlaboratory measurements,OM HCT,1,1
MC Otherlaboratory measurements,OM HCT,1,1
MC Need for additional treatment,OM Hemostatic agents,1,1
MC Need for additional treatment,OM Hemostatic agents,1,1
MC Need for additional treatment,OM Hemostatic agents,1,1
MC Need for additional treatment,OM Hemostatic agents,1,1
MC Need for additional treatment,OM Hemostatic agents,1,1
MC Need for additional treatment,OM Hemostatic agents,1,1
MC Need for additional treatment,OM Hemostatic agents,1,1
MC Bleeding,OM Hemostatic efficacy,1,1
MC Bleeding,OM Hemostatic efficacy,1,1
MC Bleeding,OM Hemostatic efficacy,1,1
MC Otherlaboratory measurements,OM in vivo thrombin generation ,1,1
MC Otherlaboratory measurements,OM Inflammation markers,1,1
MC INR,OM INR,1,1
MC INR,OM INR,1,1
MC INR,OM INR,1,1
MC INR,OM INR,1,1
MC INR,OM INR,1,1
MC INR,OM INR,1,1
MC INR,OM INR,1,1
MC INR,OM INR,1,1
MC INR,OM INR,1,1
MC INR,OM INR,1,1
MC INR,OM INR,1,1
MC Measures of coagulation,OM INR,1,1
MC INR,OM INR,1,1
MC INR,OM INR,1,1
MC Organ specific treatment effect,OM Intracerebral hemorrhage,1,1
MC Organ specific treatment effect,OM Intracerebral hemorrhage,1,1
MC Length of stay,OM Lenght of hospital stay,1,1
MC Length of stay,OM LOS Hospital,1,1
MC Length of stay,OM LOS Hospital,1,1
MC Length of stay,OM LOS Hospital,1,1
MC Length of stay,OM LOS Hospital,1,1
MC Length of stay,OM LOS Hospital,1,1
MC Mortality,OM LOS Hospital,1,1
MC Length of stay,OM LOS ICU,1,1
MC Length of stay,OM LOS ICU,1,1
MC Length of stay,OM LOS ICU,1,1
MC Length of stay,OM LOS ICU,1,1
MC Length of stay,OM LOS ICU,1,1
MC Length of stay,OM LOS ICU,1,1
MC Length of stay,OM LOS ICU,1,1
MC Length of stay,OM LOS ICU,1,1
MC Length of stay,OM LOS PICU,1,1
MC Adverse events,OM Lung injury,1,1
MC Bleeding,OM Major bleeding,1,1
MC Bleeding,OM Major bleeding,1,1
MC Mortality,OM Mortality,1,1
MC Mortality,OM Mortality,1,1
MC Mortality,OM Mortality,1,1
MC Mortality,OM Mortality,1,1
MC Mortality,OM Mortality,1,1
MC Mortality,OM Mortality,1,1
MC Mortality,OM Mortality,1,1
MC Mortality,OM Mortality,1,1
MC Mortality,OM Mortality,1,1
MC Mortality,OM Mortality ,1,1
MC Organ specific treatment effect,OM mRS score,1,1
MC Organ specific treatment effect,OM National Institute of Health Stroke Scale,1,1
MC Blood usage,OM Need for massive transfusion,1,1
MC Blood usage,OM Need for massive transfusion,1,1
MC Measures of coagulation,OM Other ,1,1
MC Blood usage,OM Plasma,1,1
MC Blood usage,OM Plasma,1,1
MC Blood usage,OM Plasma,1,1
MC Blood usage,OM Plasma,1,1
MC Blood usage,OM Plasma,1,1
MC Blood usage,OM Plasma,1,1
MC Blood usage,OM Plasma,1,1
MC Blood usage,OM Plasma,1,1
MC Blood usage,OM Plasma,1,1
MC Blood usage,OM Plasma,1,1
MC Blood usage,OM Plasma,1,1
MC Blood usage,OM Plasma,1,1
MC Blood usage,OM Plasma,1,1
MC Blood usage,OM Plasma,1,1
MC Measures of coagulation,OM Plasma thromboplastin time (PTT),1,1
MC Blood usage,OM plasma to crystalloid ratio,1,1
MC Blood usage,OM Platelets,1,1
MC Blood usage,OM Platelets,1,1
MC Blood usage,OM Platelets,1,1
MC Blood usage,OM Platelets,1,1
MC Blood usage,OM Platelets,1,1
MC Blood usage,OM Platelets,1,1
MC Blood usage,OM Platelets,1,1
MC Blood usage,OM Platelets,1,1
MC Blood usage,OM Platelets,1,1
MC Blood usage,OM Platelets,1,1
MC Blood usage,OM Platelets,1,1
MC Blood usage,OM Platelets,1,1
MC Blood usage,OM Platelets,1,1
MC Measures of coagulation,OM Protein C and S,1,1
MC Measures of coagulation,OM Protein C and S,1,1
MC Measures of coagulation,OM Prothrombin,1,1
MC Other,OM Protocol adherence,1,1
MC Measures of coagulation,OM PT,1,1
MC Measures of coagulation,OM PT,1,1
MC Measures of coagulation,OM PT,1,1
MC Measures of coagulation,OM PT,1,1
MC Measures of coagulation,OM PT,1,1
MC Measures of coagulation,OM PT,1,1
MC Measures of coagulation,OM PTT,1,1
MC Measures of coagulation,OM PTT,1,1
MC Measures of coagulation,OM PTT,1,1
MC Adverse events,OM Pulmonary oedema,1,1
MC Life impact,OM Quality of life,1,1
MC Blood usage,OM RBC,1,1
MC Blood usage,OM RBC,1,1
MC Blood usage,OM RBC,1,1
MC Blood usage,OM RBC,1,1
MC Blood usage,OM RBC,1,1
MC Blood usage,OM RBC,1,1
MC Blood usage,OM RBC,1,1
MC Blood usage,OM RBC,1,1
MC Blood usage,OM RBC,1,1
MC Blood usage,OM RBC,1,1
MC Blood usage,OM RBC,1,1
MC Blood usage,OM RBC,1,1
MC Blood usage,OM RBC,1,1
MC Blood usage,OM RBC,1,1
MC Blood usage,OM RBC,1,1
MC Blood usage,OM RBC,1,1
MC Adverse events,OM renal failure,1,1
MC Adverse events,OM Reoperation,1,1
MC Adverse events,OM Reoperation,1,1
MC Adverse events,OM Reoperation,1,1
MC Adverse events,OM Reoperation,1,1
MC Otherlaboratory measurements,OM Reptilase time,1,1
MC Measures of coagulation,OM Reversal of coagulopathy,1,1
MC Adverse events,OM safety,1,1
MC Mortality,OM Survival ,1,1
MC Measures of coagulation,OM Thrombin generation,1,1
MC Otherlaboratory measurements,OM Thromboelastography ,1,1
MC Organ specific treatment effect,OM Time from intervention to chest closure,1,1
MC Feasibility,OM Time to intervention,1,1
MC Feasibility,OM Time to RBCtransfusion,1,1
MC Feasibility,OM Time to transfuion,1,1
MC Feasibility,OM traceability ,1,1
MC Adverse events,OM Transfusion reaction,1,1
MC Adverse events,OM Transfusion reaction,1,1
MC Adverse events,OM Transfusion reaction,1,1
MC Adverse events,OM Transfusion reaction,1,1
MC Adverse events,OM Transfusion reaction,1,1
MC Adverse events,OM Transfusion reaction,1,1
MC Adverse events,OM Urgent surgery,1,1
MC Measures of coagulation,OM Viscoelastic tests,1,1
MC Measures of coagulation,OM Viscoelastic tests,1,1
MC Measures of coagulation,OM Viscoelastic tests,1,1
MC Measures of coagulation,OM Viscoelastic tests,1,1
MC Blood usage,OM Whole Blood,1,1
MC Blood usage,OM Whole Blood,1,1
OM arterial blood gas,Pieters et al (2015),1,1
OM Blood loss,Pieters et al (2015),1,1
OM Donor exposure,Pieters et al (2015),1,1
OM Electrolytes,Pieters et al (2015),1,1
OM Fibrinogen,Pieters et al (2015),1,1
OM Fluids,Pieters et al (2015),1,1
OM Hemostatic agents,Pieters et al (2015),1,1
OM LOS Hospital,Pieters et al (2015),1,1
OM LOS PICU,Pieters et al (2015),1,1
OM Plasma,Pieters et al (2015),1,1
OM Platelets,Pieters et al (2015),1,1
OM PT,Pieters et al (2015),1,1
OM PTT,Pieters et al (2015),1,1
OM RBC,Pieters et al (2015),1,1
OM Adverse events,Sarode et al (2013),1,1
OM Coagulation factors ,Sarode et al (2013),1,1
OM Death,Sarode et al (2013),1,1
OM Hemostatic efficacy,Sarode et al (2013),1,1
OM INR,Sarode et al (2013),1,1
OM Protein C and S,Sarode et al (2013),1,1
OM Adverse events,Smith et al (2022),1,1
OM aPTT,Smith et al (2022),1,1
OM Avoidance of allogeneic transfusion,Smith et al (2022),1,1
OM Chest tube output,Smith et al (2022),1,1
OM Complete Blood Count,Smith et al (2022),1,1
OM Fibrinogen,Smith et al (2022),1,1
OM Hemostatic agents,Smith et al (2022),1,1
OM INR,Smith et al (2022),1,1
OM LOS Hospital,Smith et al (2022),1,1
OM LOS ICU,Smith et al (2022),1,1
OM Mortality,Smith et al (2022),1,1
OM Plasma,Smith et al (2022),1,1
OM Platelets,Smith et al (2022),1,1
OM PT,Smith et al (2022),1,1
OM RBC,Smith et al (2022),1,1
OM Reoperation,Smith et al (2022),1,1
OM Adverse events,Sperry et al (2018),1,1
OM Fluids,Sperry et al (2018),1,1
OM Mortality,Sperry et al (2018),1,1
OM Plasma,Sperry et al (2018),1,1
OM Platelets,Sperry et al (2018),1,1
OM PTT,Sperry et al (2018),1,1
OM RBC,Sperry et al (2018),1,1
OM Transfusion reaction,Sperry et al (2018),1,1
OM Viscoelastic tests,Sperry et al (2018),1,1
OM Adverse events,Steiner et al (2016),1,1
OM Barthel Index,Steiner et al (2016),1,1
OM Death,Steiner et al (2016),1,1
OM Extended Glasgow Outcome Scale ,Steiner et al (2016),1,1
OM Feasibility,Steiner et al (2016),1,1
OM INR,Steiner et al (2016),1,1
OM Intracerebral hemorrhage,Steiner et al (2016),1,1
OM mRS score,Steiner et al (2016),1,1
OM National Institute of Health Stroke Scale,Steiner et al (2016),1,1
OM Quality of life,Steiner et al (2016),1,1
OM Adverse events,Stensballe et al (2018),1,1
OM Bleeding,Stensballe et al (2018),1,1
OM Economic impact ,Stensballe et al (2018),1,1
OM Endothelial markers,Stensballe et al (2018),1,1
OM Hemostatic agents,Stensballe et al (2018),1,1
OM Inflammation markers,Stensballe et al (2018),1,1
OM LOS Hospital,Stensballe et al (2018),1,1
OM LOS ICU,Stensballe et al (2018),1,1
OM Mortality,Stensballe et al (2018),1,1
OM renal failure,Stensballe et al (2018),1,1
OM Transfusion reaction,Stensballe et al (2018),1,1
OM Blood loss,Tamura et al (2020),1,1
OM LOS ICU,Tamura et al (2020),1,1
OM Plasma,Tamura et al (2020),1,1
OM Platelets,Tamura et al (2020),1,1
OM RBC,Tamura et al (2020),1,1
OM Viscoelastic tests,Tamura et al (2020),1,1
OM Adverse events,Tollofsrud et al (2003),1,1
OM aPTT,Tollofsrud et al (2003),1,1
OM Complement,Tollofsrud et al (2003),1,1
OM General,Tollofsrud et al (2003),1,1
OM Plasma,Tollofsrud et al (2003),1,1
OM Platelets,Tollofsrud et al (2003),1,1
OM RBC,Tollofsrud et al (2003),1,1
OM Whole Blood,Tollofsrud et al (2003),1,1
OM Adverse events,Yiu et al (2006),1,1
OM INR,Yiu et al (2006),1,1
OM Major bleeding,Yiu et al (2006),1,1
OM Transfusion reaction,Yiu et al (2006),1,1
OM Adverse events,Zhang et al (20219),1,1
OM Complete Blood Count,Zhang et al (20219),1,1
OM Lenght of hospital stay,Zhang et al (20219),1,1
OM Mortality,Zhang et al (20219),1,1
